Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
BFO,884735,1500,WIPROPT,WIPRO24OCT585CE,10-OCT-2024,OPTSTK,CE,585,0.05,
BFO,884682,1500,WIPROPT,WIPRO24OCT580CE,10-OCT-2024,OPTSTK,CE,580,0.05,
BFO,885178,1500,WIPROPT,WIPRO24OCT575CE,10-OCT-2024,OPTSTK,CE,575,0.05,
BFO,881682,1500,WIPROPT,WIPRO24OCT570CE,10-OCT-2024,OPTSTK,CE,570,0.05,
BFO,874606,1500,WIPROPT,WIPRO24OCT565CE,10-OCT-2024,OPTSTK,CE,565,0.05,
BFO,872503,1500,WIPROPT,WIPRO24OCT560CE,10-OCT-2024,OPTSTK,CE,560,0.05,
BFO,881673,1500,WIPROPT,WIPRO24OCT555CE,10-OCT-2024,OPTSTK,CE,555,0.05,
BFO,881014,1500,WIPROPT,WIPRO24OCT550CE,10-OCT-2024,OPTSTK,CE,550,0.05,
BFO,872462,1500,WIPROPT,WIPRO24OCT545CE,10-OCT-2024,OPTSTK,CE,545,0.05,
BFO,870968,1500,WIPROPT,WIPRO24OCT540CE,10-OCT-2024,OPTSTK,CE,540,0.05,
BFO,881013,1500,WIPROPT,WIPRO24OCT535CE,10-OCT-2024,OPTSTK,CE,535,0.05,
BFO,880390,1500,WIPROPT,WIPRO24OCT530CE,10-OCT-2024,OPTSTK,CE,530,0.05,
BFO,870966,1500,WIPROPT,WIPRO24OCT525CE,10-OCT-2024,OPTSTK,CE,525,0.05,
BFO,870572,1500,WIPROPT,WIPRO24OCT520CE,10-OCT-2024,OPTSTK,CE,520,0.05,
BFO,880387,1500,WIPROPT,WIPRO24OCT515CE,10-OCT-2024,OPTSTK,CE,515,0.05,
BFO,879965,1500,WIPROPT,WIPRO24OCT510CE,10-OCT-2024,OPTSTK,CE,510,0.05,
BFO,870571,1500,WIPROPT,WIPRO24OCT505CE,10-OCT-2024,OPTSTK,CE,505,0.05,
BFO,870104,1500,WIPROPT,WIPRO24OCT500CE,10-OCT-2024,OPTSTK,CE,500,0.05,
BFO,1102172,1500,WIPROPT,WIPRO24OCT495CE,10-OCT-2024,OPTSTK,CE,495,0.05,
BFO,1102134,1500,WIPROPT,WIPRO24OCT490CE,10-OCT-2024,OPTSTK,CE,490,0.05,
BFO,1101726,1500,WIPROPT,WIPRO24OCT485CE,10-OCT-2024,OPTSTK,CE,485,0.05,
BFO,1101685,1500,WIPROPT,WIPRO24OCT480CE,10-OCT-2024,OPTSTK,CE,480,0.05,
BFO,1102130,1500,WIPROPT,WIPRO24OCT475CE,10-OCT-2024,OPTSTK,CE,475,0.05,
BFO,1102084,1500,WIPROPT,WIPRO24OCT470CE,10-OCT-2024,OPTSTK,CE,470,0.05,
BFO,1102539,1500,WIPROPT,WIPRO24OCT465CE,10-OCT-2024,OPTSTK,CE,465,0.05,
BFO,1109665,1500,WIPROPT,WIPRO24OCT460CE,10-OCT-2024,OPTSTK,CE,460,0.05,
BFO,1109055,1500,WIPROPT,WIPRO24OCT455CE,10-OCT-2024,OPTSTK,CE,455,0.05,
BFO,1108985,1500,WIPROPT,WIPRO24OCT450CE,10-OCT-2024,OPTSTK,CE,450,0.05,
BFO,1136491,1500,WIPROPT,WIPRO24NOV585PE,14-NOV-2024,OPTSTK,PE,585,0.05,
BFO,1136452,1500,WIPROPT,WIPRO24NOV580PE,14-NOV-2024,OPTSTK,PE,580,0.05,
BFO,1125866,1500,WIPROPT,WIPRO24NOV575PE,14-NOV-2024,OPTSTK,PE,575,0.05,
BFO,1125427,1500,WIPROPT,WIPRO24NOV570PE,14-NOV-2024,OPTSTK,PE,570,0.05,
BFO,1125600,1500,WIPROPT,WIPRO24NOV565PE,14-NOV-2024,OPTSTK,PE,565,0.05,
BFO,1122790,1500,WIPROPT,WIPRO24NOV560PE,14-NOV-2024,OPTSTK,PE,560,0.05,
BFO,1122146,1500,WIPROPT,WIPRO24NOV555PE,14-NOV-2024,OPTSTK,PE,555,0.05,
BFO,1121555,1500,WIPROPT,WIPRO24NOV550PE,14-NOV-2024,OPTSTK,PE,550,0.05,
BFO,1121849,1500,WIPROPT,WIPRO24NOV545PE,14-NOV-2024,OPTSTK,PE,545,0.05,
BFO,1121822,1500,WIPROPT,WIPRO24NOV540PE,14-NOV-2024,OPTSTK,PE,540,0.05,
BFO,1121554,1500,WIPROPT,WIPRO24NOV535PE,14-NOV-2024,OPTSTK,PE,535,0.05,
BFO,1121013,1500,WIPROPT,WIPRO24NOV530PE,14-NOV-2024,OPTSTK,PE,530,0.05,
BFO,1119631,1500,WIPROPT,WIPRO24NOV525PE,14-NOV-2024,OPTSTK,PE,525,0.05,
BFO,1118127,1500,WIPROPT,WIPRO24NOV520PE,14-NOV-2024,OPTSTK,PE,520,0.05,
BFO,1112292,1500,WIPROPT,WIPRO24NOV515PE,14-NOV-2024,OPTSTK,PE,515,0.05,
BFO,1112036,1500,WIPROPT,WIPRO24NOV510PE,14-NOV-2024,OPTSTK,PE,510,0.05,
BFO,1114572,1500,WIPROPT,WIPRO24NOV505PE,14-NOV-2024,OPTSTK,PE,505,0.05,
BFO,1114367,1500,WIPROPT,WIPRO24NOV500PE,14-NOV-2024,OPTSTK,PE,500,0.05,
BFO,1115639,1500,WIPROPT,WIPRO24NOV495PE,14-NOV-2024,OPTSTK,PE,495,0.05,
BFO,1115436,1500,WIPROPT,WIPRO24NOV490PE,14-NOV-2024,OPTSTK,PE,490,0.05,
BFO,1117208,1500,WIPROPT,WIPRO24NOV485PE,14-NOV-2024,OPTSTK,PE,485,0.05,
BFO,1117012,1500,WIPROPT,WIPRO24NOV480PE,14-NOV-2024,OPTSTK,PE,480,0.05,
BFO,1111009,1500,WIPROPT,WIPRO24NOV475PE,14-NOV-2024,OPTSTK,PE,475,0.05,
BFO,1110792,1500,WIPROPT,WIPRO24NOV470PE,14-NOV-2024,OPTSTK,PE,470,0.05,
BFO,1113071,1500,WIPROPT,WIPRO24NOV465PE,14-NOV-2024,OPTSTK,PE,465,0.05,
BFO,1112747,1500,WIPROPT,WIPRO24NOV460PE,14-NOV-2024,OPTSTK,PE,460,0.05,
BFO,1115149,1500,WIPROPT,WIPRO24NOV455PE,14-NOV-2024,OPTSTK,PE,455,0.05,
BFO,1114946,1500,WIPROPT,WIPRO24NOV450PE,14-NOV-2024,OPTSTK,PE,450,0.05,
BFO,1136217,1500,WIPROPT,WIPRO24NOV585CE,14-NOV-2024,OPTSTK,CE,585,0.05,
BFO,1136160,1500,WIPROPT,WIPRO24NOV580CE,14-NOV-2024,OPTSTK,CE,580,0.05,
BFO,1126141,1500,WIPROPT,WIPRO24NOV575CE,14-NOV-2024,OPTSTK,CE,575,0.05,
BFO,1125655,1500,WIPROPT,WIPRO24NOV570CE,14-NOV-2024,OPTSTK,CE,570,0.05,
BFO,1125486,1500,WIPROPT,WIPRO24NOV565CE,14-NOV-2024,OPTSTK,CE,565,0.05,
BFO,1122651,1500,WIPROPT,WIPRO24NOV560CE,14-NOV-2024,OPTSTK,CE,560,0.05,
BFO,1122466,1500,WIPROPT,WIPRO24NOV555CE,14-NOV-2024,OPTSTK,CE,555,0.05,
BFO,1121920,1500,WIPROPT,WIPRO24NOV550CE,14-NOV-2024,OPTSTK,CE,550,0.05,
BFO,1121640,1500,WIPROPT,WIPRO24NOV545CE,14-NOV-2024,OPTSTK,CE,545,0.05,
BFO,1121613,1500,WIPROPT,WIPRO24NOV540CE,14-NOV-2024,OPTSTK,CE,540,0.05,
BFO,1121919,1500,WIPROPT,WIPRO24NOV535CE,14-NOV-2024,OPTSTK,CE,535,0.05,
BFO,1121331,1500,WIPROPT,WIPRO24NOV530CE,14-NOV-2024,OPTSTK,CE,530,0.05,
BFO,1119409,1500,WIPROPT,WIPRO24NOV525CE,14-NOV-2024,OPTSTK,CE,525,0.05,
BFO,1113938,1500,WIPROPT,WIPRO24NOV520CE,14-NOV-2024,OPTSTK,CE,520,0.05,
BFO,1115927,1500,WIPROPT,WIPRO24NOV515CE,14-NOV-2024,OPTSTK,CE,515,0.05,
BFO,1115749,1500,WIPROPT,WIPRO24NOV510CE,14-NOV-2024,OPTSTK,CE,510,0.05,
BFO,1117520,1500,WIPROPT,WIPRO24NOV505CE,14-NOV-2024,OPTSTK,CE,505,0.05,
BFO,1117333,1500,WIPROPT,WIPRO24NOV500CE,14-NOV-2024,OPTSTK,CE,500,0.05,
BFO,1118487,1500,WIPROPT,WIPRO24NOV495CE,14-NOV-2024,OPTSTK,CE,495,0.05,
BFO,1118324,1500,WIPROPT,WIPRO24NOV490CE,14-NOV-2024,OPTSTK,CE,490,0.05,
BFO,1112537,1500,WIPROPT,WIPRO24NOV485CE,14-NOV-2024,OPTSTK,CE,485,0.05,
BFO,1112313,1500,WIPROPT,WIPRO24NOV480CE,14-NOV-2024,OPTSTK,CE,480,0.05,
BFO,1114779,1500,WIPROPT,WIPRO24NOV475CE,14-NOV-2024,OPTSTK,CE,475,0.05,
BFO,1114587,1500,WIPROPT,WIPRO24NOV470CE,14-NOV-2024,OPTSTK,CE,470,0.05,
BFO,1116436,1500,WIPROPT,WIPRO24NOV465CE,14-NOV-2024,OPTSTK,CE,465,0.05,
BFO,1116262,1500,WIPROPT,WIPRO24NOV460CE,14-NOV-2024,OPTSTK,CE,460,0.05,
BFO,1118048,1500,WIPROPT,WIPRO24NOV455CE,14-NOV-2024,OPTSTK,CE,455,0.05,
BFO,1117880,1500,WIPROPT,WIPRO24NOV450CE,14-NOV-2024,OPTSTK,CE,450,0.05,
BFO,1117664,1500,WIPRFUT,WIPRO24NOVFUT,14-NOV-2024,FUTSTK,XX,0,0.05,
BFO,882275,1500,WIPRFUT,WIPRO24OCTFUT,10-OCT-2024,FUTSTK,XX,0,0.05,
BFO,1130728,1500,WIPRFUT,WIPRO24DECFUT,12-DEC-2024,FUTSTK,XX,0,0.05,
BFO,1136273,1500,WIPROPT,WIPRO24DEC585PE,12-DEC-2024,OPTSTK,PE,585,0.05,
BFO,1136231,1500,WIPROPT,WIPRO24DEC580PE,12-DEC-2024,OPTSTK,PE,580,0.05,
BFO,1135859,1500,WIPROPT,WIPRO24DEC575PE,12-DEC-2024,OPTSTK,PE,575,0.05,
BFO,1135821,1500,WIPROPT,WIPRO24DEC570PE,12-DEC-2024,OPTSTK,PE,570,0.05,
BFO,1134067,1500,WIPROPT,WIPRO24DEC565PE,12-DEC-2024,OPTSTK,PE,565,0.05,
BFO,1133891,1500,WIPROPT,WIPRO24DEC560PE,12-DEC-2024,OPTSTK,PE,560,0.05,
BFO,1129248,1500,WIPROPT,WIPRO24DEC555PE,12-DEC-2024,OPTSTK,PE,555,0.05,
BFO,1129073,1500,WIPROPT,WIPRO24DEC550PE,12-DEC-2024,OPTSTK,PE,550,0.05,
BFO,1130742,1500,WIPROPT,WIPRO24DEC545PE,12-DEC-2024,OPTSTK,PE,545,0.05,
BFO,1130581,1500,WIPROPT,WIPRO24DEC540PE,12-DEC-2024,OPTSTK,PE,540,0.05,
BFO,1132177,1500,WIPROPT,WIPRO24DEC535PE,12-DEC-2024,OPTSTK,PE,535,0.05,
BFO,1132007,1500,WIPROPT,WIPRO24DEC530PE,12-DEC-2024,OPTSTK,PE,530,0.05,
BFO,1133656,1500,WIPROPT,WIPRO24DEC525PE,12-DEC-2024,OPTSTK,PE,525,0.05,
BFO,1133494,1500,WIPROPT,WIPRO24DEC520PE,12-DEC-2024,OPTSTK,PE,520,0.05,
BFO,1135184,1500,WIPROPT,WIPRO24DEC515PE,12-DEC-2024,OPTSTK,PE,515,0.05,
BFO,1135005,1500,WIPROPT,WIPRO24DEC510PE,12-DEC-2024,OPTSTK,PE,510,0.05,
BFO,1130342,1500,WIPROPT,WIPRO24DEC505PE,12-DEC-2024,OPTSTK,PE,505,0.05,
BFO,1130180,1500,WIPROPT,WIPRO24DEC500PE,12-DEC-2024,OPTSTK,PE,500,0.05,
BFO,1134002,1500,WIPROPT,WIPRO24DEC495PE,12-DEC-2024,OPTSTK,PE,495,0.05,
BFO,1135988,1500,WIPROPT,WIPRO24DEC585CE,12-DEC-2024,OPTSTK,CE,585,0.05,
BFO,1135948,1500,WIPROPT,WIPRO24DEC580CE,12-DEC-2024,OPTSTK,CE,580,0.05,
BFO,1136364,1500,WIPROPT,WIPRO24DEC575CE,12-DEC-2024,OPTSTK,CE,575,0.05,
BFO,1136321,1500,WIPROPT,WIPRO24DEC570CE,12-DEC-2024,OPTSTK,CE,570,0.05,
BFO,1130467,1500,WIPROPT,WIPRO24DEC565CE,12-DEC-2024,OPTSTK,CE,565,0.05,
BFO,1130278,1500,WIPROPT,WIPRO24DEC560CE,12-DEC-2024,OPTSTK,CE,560,0.05,
BFO,1131881,1500,WIPROPT,WIPRO24DEC555CE,12-DEC-2024,OPTSTK,CE,555,0.05,
BFO,1131708,1500,WIPROPT,WIPRO24DEC550CE,12-DEC-2024,OPTSTK,CE,550,0.05,
BFO,1133368,1500,WIPROPT,WIPRO24DEC545CE,12-DEC-2024,OPTSTK,CE,545,0.05,
BFO,1133191,1500,WIPROPT,WIPRO24DEC540CE,12-DEC-2024,OPTSTK,CE,540,0.05,
BFO,1134877,1500,WIPROPT,WIPRO24DEC535CE,12-DEC-2024,OPTSTK,CE,535,0.05,
BFO,1134709,1500,WIPROPT,WIPRO24DEC530CE,12-DEC-2024,OPTSTK,CE,530,0.05,
BFO,1130061,1500,WIPROPT,WIPRO24DEC525CE,12-DEC-2024,OPTSTK,CE,525,0.05,
BFO,1129887,1500,WIPROPT,WIPRO24DEC520CE,12-DEC-2024,OPTSTK,CE,520,0.05,
BFO,1131493,1500,WIPROPT,WIPRO24DEC515CE,12-DEC-2024,OPTSTK,CE,515,0.05,
BFO,1131334,1500,WIPROPT,WIPRO24DEC510CE,12-DEC-2024,OPTSTK,CE,510,0.05,
BFO,1132947,1500,WIPROPT,WIPRO24DEC505CE,12-DEC-2024,OPTSTK,CE,505,0.05,
BFO,1132769,1500,WIPROPT,WIPRO24DEC500CE,12-DEC-2024,OPTSTK,CE,500,0.05,
BFO,1133831,1500,WIPROPT,WIPRO24DEC495CE,12-DEC-2024,OPTSTK,CE,495,0.05,
BFO,2270849,600,VOLTOPT,VOLTAS24OCT2080PE,10-OCT-2024,OPTSTK,PE,2080,0.05,
BFO,2253751,600,VOLTOPT,VOLTAS24OCT2060PE,10-OCT-2024,OPTSTK,PE,2060,0.05,
BFO,2245219,600,VOLTOPT,VOLTAS24OCT2040PE,10-OCT-2024,OPTSTK,PE,2040,0.05,
BFO,2219271,600,VOLTOPT,VOLTAS24OCT2020PE,10-OCT-2024,OPTSTK,PE,2020,0.05,
BFO,2218954,600,VOLTOPT,VOLTAS24OCT2000PE,10-OCT-2024,OPTSTK,PE,2000,0.05,
BFO,2054527,600,VOLTOPT,VOLTAS24OCT1980PE,10-OCT-2024,OPTSTK,PE,1980,0.05,
BFO,2053411,600,VOLTOPT,VOLTAS24OCT1960PE,10-OCT-2024,OPTSTK,PE,1960,0.05,
BFO,2051235,600,VOLTOPT,VOLTAS24OCT1940PE,10-OCT-2024,OPTSTK,PE,1940,0.05,
BFO,2049324,600,VOLTOPT,VOLTAS24OCT1920PE,10-OCT-2024,OPTSTK,PE,1920,0.05,
BFO,2048042,600,VOLTOPT,VOLTAS24OCT1900PE,10-OCT-2024,OPTSTK,PE,1900,0.05,
BFO,2043554,600,VOLTOPT,VOLTAS24OCT1880PE,10-OCT-2024,OPTSTK,PE,1880,0.05,
BFO,2044497,600,VOLTOPT,VOLTAS24OCT1860PE,10-OCT-2024,OPTSTK,PE,1860,0.05,
BFO,2045413,600,VOLTOPT,VOLTAS24OCT1840PE,10-OCT-2024,OPTSTK,PE,1840,0.05,
BFO,1123225,600,VOLTOPT,VOLTAS24OCT1820PE,10-OCT-2024,OPTSTK,PE,1820,0.05,
BFO,1122599,600,VOLTOPT,VOLTAS24OCT1800PE,10-OCT-2024,OPTSTK,PE,1800,0.05,
BFO,1122553,600,VOLTOPT,VOLTAS24OCT1780PE,10-OCT-2024,OPTSTK,PE,1780,0.05,
BFO,1122535,600,VOLTOPT,VOLTAS24OCT1760PE,10-OCT-2024,OPTSTK,PE,1760,0.05,
BFO,1122029,600,VOLTOPT,VOLTAS24OCT1740PE,10-OCT-2024,OPTSTK,PE,1740,0.05,
BFO,1120363,600,VOLTOPT,VOLTAS24OCT1720PE,10-OCT-2024,OPTSTK,PE,1720,0.05,
BFO,1120331,600,VOLTOPT,VOLTAS24OCT1700PE,10-OCT-2024,OPTSTK,PE,1700,0.05,
BFO,1107048,600,VOLTOPT,VOLTAS24OCT1680PE,10-OCT-2024,OPTSTK,PE,1680,0.05,
BFO,880747,600,VOLTOPT,VOLTAS24OCT1660PE,10-OCT-2024,OPTSTK,PE,1660,0.05,
BFO,880216,600,VOLTOPT,VOLTAS24OCT1640PE,10-OCT-2024,OPTSTK,PE,1640,0.05,
BFO,879617,600,VOLTOPT,VOLTAS24OCT1620PE,10-OCT-2024,OPTSTK,PE,1620,0.05,
BFO,879144,600,VOLTOPT,VOLTAS24OCT1600PE,10-OCT-2024,OPTSTK,PE,1600,0.05,
BFO,882734,600,VOLTOPT,VOLTAS24OCT1580PE,10-OCT-2024,OPTSTK,PE,1580,0.05,
BFO,882135,600,VOLTOPT,VOLTAS24OCT1560PE,10-OCT-2024,OPTSTK,PE,1560,0.05,
BFO,881630,600,VOLTOPT,VOLTAS24OCT1540PE,10-OCT-2024,OPTSTK,PE,1540,0.05,
BFO,880957,600,VOLTOPT,VOLTAS24OCT1520PE,10-OCT-2024,OPTSTK,PE,1520,0.05,
BFO,880331,600,VOLTOPT,VOLTAS24OCT1500PE,10-OCT-2024,OPTSTK,PE,1500,0.05,
BFO,879203,600,VOLTOPT,VOLTAS24OCT1480PE,10-OCT-2024,OPTSTK,PE,1480,0.05,
BFO,878772,600,VOLTOPT,VOLTAS24OCT1460PE,10-OCT-2024,OPTSTK,PE,1460,0.05,
BFO,878192,600,VOLTOPT,VOLTAS24OCT1440PE,10-OCT-2024,OPTSTK,PE,1440,0.05,
BFO,877925,600,VOLTOPT,VOLTAS24OCT1420PE,10-OCT-2024,OPTSTK,PE,1420,0.05,
BFO,875996,600,VOLTOPT,VOLTAS24OCT1400PE,10-OCT-2024,OPTSTK,PE,1400,0.05,
BFO,871374,600,VOLTOPT,VOLTAS24OCT1380PE,10-OCT-2024,OPTSTK,PE,1380,0.05,
BFO,887275,600,VOLTOPT,VOLTAS24OCT1360PE,10-OCT-2024,OPTSTK,PE,1360,0.05,
BFO,1100887,600,VOLTOPT,VOLTAS24OCT1340PE,10-OCT-2024,OPTSTK,PE,1340,0.05,
BFO,1104441,600,VOLTOPT,VOLTAS24OCT1320PE,10-OCT-2024,OPTSTK,PE,1320,0.05,
BFO,1118361,600,VOLTOPT,VOLTAS24OCT1300PE,10-OCT-2024,OPTSTK,PE,1300,0.05,
BFO,2270860,600,VOLTOPT,VOLTAS24OCT2080CE,10-OCT-2024,OPTSTK,CE,2080,0.05,
BFO,2253803,600,VOLTOPT,VOLTAS24OCT2060CE,10-OCT-2024,OPTSTK,CE,2060,0.05,
BFO,2245222,600,VOLTOPT,VOLTAS24OCT2040CE,10-OCT-2024,OPTSTK,CE,2040,0.05,
BFO,2219273,600,VOLTOPT,VOLTAS24OCT2020CE,10-OCT-2024,OPTSTK,CE,2020,0.05,
BFO,2218955,600,VOLTOPT,VOLTAS24OCT2000CE,10-OCT-2024,OPTSTK,CE,2000,0.05,
BFO,2054530,600,VOLTOPT,VOLTAS24OCT1980CE,10-OCT-2024,OPTSTK,CE,1980,0.05,
BFO,2053420,600,VOLTOPT,VOLTAS24OCT1960CE,10-OCT-2024,OPTSTK,CE,1960,0.05,
BFO,2051241,600,VOLTOPT,VOLTAS24OCT1940CE,10-OCT-2024,OPTSTK,CE,1940,0.05,
BFO,2049327,600,VOLTOPT,VOLTAS24OCT1920CE,10-OCT-2024,OPTSTK,CE,1920,0.05,
BFO,2048044,600,VOLTOPT,VOLTAS24OCT1900CE,10-OCT-2024,OPTSTK,CE,1900,0.05,
BFO,2043559,600,VOLTOPT,VOLTAS24OCT1880CE,10-OCT-2024,OPTSTK,CE,1880,0.05,
BFO,2044510,600,VOLTOPT,VOLTAS24OCT1860CE,10-OCT-2024,OPTSTK,CE,1860,0.05,
BFO,2045423,600,VOLTOPT,VOLTAS24OCT1840CE,10-OCT-2024,OPTSTK,CE,1840,0.05,
BFO,1123229,600,VOLTOPT,VOLTAS24OCT1820CE,10-OCT-2024,OPTSTK,CE,1820,0.05,
BFO,1122806,600,VOLTOPT,VOLTAS24OCT1800CE,10-OCT-2024,OPTSTK,CE,1800,0.05,
BFO,1122760,600,VOLTOPT,VOLTAS24OCT1780CE,10-OCT-2024,OPTSTK,CE,1780,0.05,
BFO,1122740,600,VOLTOPT,VOLTAS24OCT1760CE,10-OCT-2024,OPTSTK,CE,1760,0.05,
BFO,1122298,600,VOLTOPT,VOLTAS24OCT1740CE,10-OCT-2024,OPTSTK,CE,1740,0.05,
BFO,1120140,600,VOLTOPT,VOLTAS24OCT1720CE,10-OCT-2024,OPTSTK,CE,1720,0.05,
BFO,1120102,600,VOLTOPT,VOLTAS24OCT1700CE,10-OCT-2024,OPTSTK,CE,1700,0.05,
BFO,1106861,600,VOLTOPT,VOLTAS24OCT1680CE,10-OCT-2024,OPTSTK,CE,1680,0.05,
BFO,873327,600,VOLTOPT,VOLTAS24OCT1660CE,10-OCT-2024,OPTSTK,CE,1660,0.05,
BFO,871205,600,VOLTOPT,VOLTAS24OCT1640CE,10-OCT-2024,OPTSTK,CE,1640,0.05,
BFO,870729,600,VOLTOPT,VOLTAS24OCT1620CE,10-OCT-2024,OPTSTK,CE,1620,0.05,
BFO,870320,600,VOLTOPT,VOLTAS24OCT1600CE,10-OCT-2024,OPTSTK,CE,1600,0.05,
BFO,878183,600,VOLTOPT,VOLTAS24OCT1580CE,10-OCT-2024,OPTSTK,CE,1580,0.05,
BFO,877918,600,VOLTOPT,VOLTAS24OCT1560CE,10-OCT-2024,OPTSTK,CE,1560,0.05,
BFO,875947,600,VOLTOPT,VOLTAS24OCT1540CE,10-OCT-2024,OPTSTK,CE,1540,0.05,
BFO,873987,600,VOLTOPT,VOLTAS24OCT1520CE,10-OCT-2024,OPTSTK,CE,1520,0.05,
BFO,871451,600,VOLTOPT,VOLTAS24OCT1500CE,10-OCT-2024,OPTSTK,CE,1500,0.05,
BFO,870370,600,VOLTOPT,VOLTAS24OCT1480CE,10-OCT-2024,OPTSTK,CE,1480,0.05,
BFO,869957,600,VOLTOPT,VOLTAS24OCT1460CE,10-OCT-2024,OPTSTK,CE,1460,0.05,
BFO,869654,600,VOLTOPT,VOLTAS24OCT1440CE,10-OCT-2024,OPTSTK,CE,1440,0.05,
BFO,869353,600,VOLTOPT,VOLTAS24OCT1420CE,10-OCT-2024,OPTSTK,CE,1420,0.05,
BFO,883158,600,VOLTOPT,VOLTAS24OCT1400CE,10-OCT-2024,OPTSTK,CE,1400,0.05,
BFO,871955,600,VOLTOPT,VOLTAS24OCT1380CE,10-OCT-2024,OPTSTK,CE,1380,0.05,
BFO,887297,600,VOLTOPT,VOLTAS24OCT1360CE,10-OCT-2024,OPTSTK,CE,1360,0.05,
